exp;success;longest_path;time
offices_range1_agents150_2;0;0;107.72
offices_range1_agents150_16;1;3305;83.91
offices_range1_agents150_18;0;0;107.29
offices_range1_agents150_15;0;0;100.93
offices_range1_agents150_8;1;2610;62.6
offices_range1_agents150_0;1;3985;96.44
offices_range1_agents150_17;1;3801;83.67
offices_range1_agents150_4;0;0;114.09
offices_range1_agents150_11;1;1284;23.26
offices_range1_agents150_12;1;2743;61.3
offices_range1_agents150_1;1;4653;104.48
offices_range1_agents150_9;1;2298;67.79
offices_range1_agents150_3;0;0;111.47
offices_range1_agents150_5;1;1932;47.24
offices_range1_agents150_7;0;0;113.42
offices_range1_agents150_10;1;2073;79.45
offices_range1_agents150_14;0;0;110.4
offices_range1_agents150_19;1;2989;91.72
offices_range1_agents150_6;1;2596;71.09
offices_range1_agents150_13;0;0;112.16
