exp;success;longest_path;time
parallel_range4_agents30_8;1;1259;2.02
parallel_range4_agents30_3;1;495;0.7
parallel_range4_agents30_5;1;398;0.45
parallel_range4_agents30_6;1;127;0.25
parallel_range4_agents30_0;1;86;0.21
parallel_range4_agents30_11;1;1753;3.95
parallel_range4_agents30_13;1;109;0.26
parallel_range4_agents30_7;1;139;0.28
parallel_range4_agents30_1;1;109;0.19
parallel_range4_agents30_2;1;6784;15.35
parallel_range4_agents30_4;1;1065;4.27
parallel_range4_agents30_9;1;120;0.21
parallel_range4_agents30_12;1;209;0.29
parallel_range4_agents30_17;1;120;0.2
parallel_range4_agents30_19;1;105;0.23
parallel_range4_agents30_15;1;1470;2.58
parallel_range4_agents30_18;1;5717;10.67
parallel_range4_agents30_14;1;112;0.17
parallel_range4_agents30_10;1;76;0.19
parallel_range4_agents30_16;1;353;1.11
