exp;success;longest_path;time
pyramid_range3_3d_agents275_19;0;0;118.77
pyramid_range3_3d_agents275_18;0;0;118.12
pyramid_range3_3d_agents275_13;0;0;118.13
pyramid_range3_3d_agents275_14;0;0;118.68
pyramid_range3_3d_agents275_2;0;0;119.01
pyramid_range3_3d_agents275_12;0;0;118.59
pyramid_range3_3d_agents275_0;0;0;118.84
pyramid_range3_3d_agents275_6;0;0;119.17
pyramid_range3_3d_agents275_16;0;0;118.45
pyramid_range3_3d_agents275_3;0;0;118.65
pyramid_range3_3d_agents275_4;0;0;118.7
pyramid_range3_3d_agents275_17;0;0;119.31
pyramid_range3_3d_agents275_7;0;0;118.21
pyramid_range3_3d_agents275_10;0;0;118.53
pyramid_range3_3d_agents275_8;0;0;119.09
pyramid_range3_3d_agents275_5;0;0;118.62
pyramid_range3_3d_agents275_9;0;0;118.74
pyramid_range3_3d_agents275_1;0;0;118.43
pyramid_range3_3d_agents275_11;0;0;119.4
pyramid_range3_3d_agents275_15;0;0;119.36
