exp;success;longest_path;time
offices_range1_agents30_5;1;200;65.81
offices_range1_agents30_15;0;0;119.65
offices_range1_agents30_18;0;0;118.94
offices_range1_agents30_6;0;0;119.99
offices_range1_agents30_17;0;0;119.34
offices_range1_agents30_13;1;81;3.85
offices_range1_agents30_0;0;0;119.99
offices_range1_agents30_9;0;0;119.74
offices_range1_agents30_4;0;0;119.69
offices_range1_agents30_7;0;0;119.34
offices_range1_agents30_3;0;0;119.41
offices_range1_agents30_16;1;98;4.76
offices_range1_agents30_11;0;0;118.93
offices_range1_agents30_10;1;143;5.45
offices_range1_agents30_8;1;94;4.23
offices_range1_agents30_12;0;0;119.72
offices_range1_agents30_19;1;120;34.43
offices_range1_agents30_1;0;0;119.01
offices_range1_agents30_14;1;104;8.17
offices_range1_agents30_2;1;119;11.43
