exp;success;longest_path;time
pyramid_range3_3d_agents5_11;1;24;0.2
pyramid_range3_3d_agents5_3;1;8;0.18
pyramid_range3_3d_agents5_8;1;13;0.21
pyramid_range3_3d_agents5_0;1;18;0.16
pyramid_range3_3d_agents5_15;1;13;0.26
pyramid_range3_3d_agents5_6;1;17;0.19
pyramid_range3_3d_agents5_7;1;36;0.33
pyramid_range3_3d_agents5_18;1;11;0.16
pyramid_range3_3d_agents5_14;1;141;0.35
pyramid_range3_3d_agents5_5;1;29;0.23
pyramid_range3_3d_agents5_17;1;24;0.22
pyramid_range3_3d_agents5_19;1;46;0.37
pyramid_range3_3d_agents5_16;1;38;0.31
pyramid_range3_3d_agents5_13;1;80;0.32
pyramid_range3_3d_agents5_9;1;17;0.23
pyramid_range3_3d_agents5_1;1;37;0.25
pyramid_range3_3d_agents5_4;1;12;0.18
pyramid_range3_3d_agents5_2;1;36;0.27
pyramid_range3_3d_agents5_12;1;33;0.22
pyramid_range3_3d_agents5_10;1;48;0.31
