exp;success;longest_path;time
offices_range1_agents10_2;1;107;0.89
offices_range1_agents10_4;1;63;0.36
offices_range1_agents10_7;1;68;0.48
offices_range1_agents10_1;1;28;0.15
offices_range1_agents10_3;1;78;0.32
offices_range1_agents10_17;1;107;0.39
offices_range1_agents10_16;1;112;0.77
offices_range1_agents10_18;1;76;0.65
offices_range1_agents10_11;1;109;0.47
offices_range1_agents10_19;1;36;0.27
offices_range1_agents10_8;1;39;0.46
offices_range1_agents10_13;1;99;0.55
offices_range1_agents10_14;1;55;0.32
offices_range1_agents10_0;1;80;0.33
offices_range1_agents10_10;1;76;0.54
offices_range1_agents10_12;1;76;0.48
offices_range1_agents10_5;1;72;0.61
offices_range1_agents10_6;1;105;0.83
offices_range1_agents10_9;1;139;0.8
offices_range1_agents10_15;1;120;0.73
