exp;success;longest_path;time
parallel_range4_agents30_8;1;182;19.88
parallel_range4_agents30_3;0;0;119.99
parallel_range4_agents30_5;0;0;119.98
parallel_range4_agents30_6;0;0;119.99
parallel_range4_agents30_0;1;170;12.9
parallel_range4_agents30_11;1;249;28.61
parallel_range4_agents30_13;1;69;7.95
parallel_range4_agents30_7;1;93;13.63
parallel_range4_agents30_1;1;79;9.91
parallel_range4_agents30_2;0;0;119.99
parallel_range4_agents30_4;0;0;119.99
parallel_range4_agents30_9;1;68;8.63
parallel_range4_agents30_12;1;363;57.39
parallel_range4_agents30_17;1;118;9.23
parallel_range4_agents30_19;1;199;13.02
parallel_range4_agents30_15;1;156;26.75
parallel_range4_agents30_18;1;198;77.13
parallel_range4_agents30_14;1;347;45.7
parallel_range4_agents30_10;1;223;27.85
parallel_range4_agents30_16;0;0;119.98
