exp;success;longest_path;time
pyramid_range3_3d_agents30_16;1;254;47.91
pyramid_range3_3d_agents30_9;1;283;66.62
pyramid_range3_3d_agents30_14;1;163;33.4
pyramid_range3_3d_agents30_6;1;95;34.04
pyramid_range3_3d_agents30_0;1;75;12.73
pyramid_range3_3d_agents30_4;1;126;41.17
pyramid_range3_3d_agents30_15;1;88;26.59
pyramid_range3_3d_agents30_8;1;68;17.36
pyramid_range3_3d_agents30_17;1;107;24.18
pyramid_range3_3d_agents30_1;1;189;39.49
pyramid_range3_3d_agents30_12;1;538;64.44
pyramid_range3_3d_agents30_7;1;195;54.87
pyramid_range3_3d_agents30_13;1;81;13.2
pyramid_range3_3d_agents30_2;1;199;45.99
pyramid_range3_3d_agents30_10;1;438;117.55
pyramid_range3_3d_agents30_11;0;0;119.97
pyramid_range3_3d_agents30_18;1;66;15.2
pyramid_range3_3d_agents30_3;1;199;31.18
pyramid_range3_3d_agents30_19;1;161;30.02
pyramid_range3_3d_agents30_5;0;0;119.97
