exp;success;longest_path;time
parallel_range4_agents50_13;0;0;119.97
parallel_range4_agents50_18;1;219;105.45
parallel_range4_agents50_0;0;0;119.99
parallel_range4_agents50_16;0;0;119.99
parallel_range4_agents50_6;0;0;119.99
parallel_range4_agents50_17;0;0;119.99
parallel_range4_agents50_10;0;0;119.95
parallel_range4_agents50_1;0;0;119.98
parallel_range4_agents50_3;0;0;119.98
parallel_range4_agents50_7;0;0;119.98
parallel_range4_agents50_4;0;0;119.97
parallel_range4_agents50_19;0;0;119.99
parallel_range4_agents50_11;1;131;46.59
parallel_range4_agents50_12;0;0;119.99
parallel_range4_agents50_14;0;0;119.99
parallel_range4_agents50_2;0;0;119.99
parallel_range4_agents50_5;0;0;119.99
parallel_range4_agents50_15;0;0;119.99
parallel_range4_agents50_9;0;0;119.99
parallel_range4_agents50_8;0;0;119.99
