exp;success;longest_path;time
offices_range1_agents5_1;1;88;0.13
offices_range1_agents5_14;1;47;0.13
offices_range1_agents5_8;1;39;0.11
offices_range1_agents5_6;1;43;0.12
offices_range1_agents5_9;1;47;0.12
offices_range1_agents5_13;1;84;0.17
offices_range1_agents5_15;1;57;0.17
offices_range1_agents5_17;1;54;0.14
offices_range1_agents5_19;1;103;0.16
offices_range1_agents5_16;1;41;0.14
offices_range1_agents5_4;1;22;0.11
offices_range1_agents5_11;1;69;0.15
offices_range1_agents5_0;1;67;0.14
offices_range1_agents5_10;1;87;0.15
offices_range1_agents5_12;1;105;0.19
offices_range1_agents5_2;1;23;0.09
offices_range1_agents5_18;1;115;0.18
offices_range1_agents5_5;1;93;0.16
offices_range1_agents5_7;1;52;0.12
offices_range1_agents5_3;1;65;0.12
