exp;success;longest_path;time
parallel_range4_agents5_0;1;71;0.34
parallel_range4_agents5_19;1;74;0.26
parallel_range4_agents5_15;1;58;0.23
parallel_range4_agents5_1;1;68;0.23
parallel_range4_agents5_5;1;53;0.18
parallel_range4_agents5_18;1;47;0.23
parallel_range4_agents5_13;1;104;0.3
parallel_range4_agents5_9;1;62;0.19
parallel_range4_agents5_12;1;31;0.16
parallel_range4_agents5_14;1;87;0.27
parallel_range4_agents5_17;1;31;0.14
parallel_range4_agents5_2;1;49;0.2
parallel_range4_agents5_10;1;51;0.24
parallel_range4_agents5_7;1;58;2.34
parallel_range4_agents5_16;1;48;0.18
parallel_range4_agents5_8;1;43;0.19
parallel_range4_agents5_11;1;96;0.26
parallel_range4_agents5_4;1;41;0.17
parallel_range4_agents5_6;1;95;0.31
parallel_range4_agents5_3;1;76;0.18
