exp;success;longest_path;time
small_obstacles_range3_3d_agents20_9;1;400;60.87
small_obstacles_range3_3d_agents20_6;1;393;43.79
small_obstacles_range3_3d_agents20_17;1;105;20.92
small_obstacles_range3_3d_agents20_13;1;393;46.06
small_obstacles_range3_3d_agents20_5;1;188;34.27
small_obstacles_range3_3d_agents20_14;1;363;51.19
small_obstacles_range3_3d_agents20_19;1;96;15.46
small_obstacles_range3_3d_agents20_18;1;206;30.03
small_obstacles_range3_3d_agents20_10;1;402;65.57
small_obstacles_range3_3d_agents20_1;1;50;10.12
small_obstacles_range3_3d_agents20_16;1;272;67.23
small_obstacles_range3_3d_agents20_15;1;195;33.04
small_obstacles_range3_3d_agents20_8;1;42;9.67
small_obstacles_range3_3d_agents20_0;1;197;35.81
small_obstacles_range3_3d_agents20_4;1;34;7.99
small_obstacles_range3_3d_agents20_2;1;40;8.04
small_obstacles_range3_3d_agents20_12;1;242;20.13
small_obstacles_range3_3d_agents20_7;1;397;44.5
small_obstacles_range3_3d_agents20_11;0;0;119.96
small_obstacles_range3_3d_agents20_3;1;56;11.99
