exp;success;longest_path;time
pyramid_range3_3d_agents40_4;1;172;79.5
pyramid_range3_3d_agents40_0;0;0;119.98
pyramid_range3_3d_agents40_11;1;215;87.52
pyramid_range3_3d_agents40_9;0;0;119.98
pyramid_range3_3d_agents40_19;0;0;119.98
pyramid_range3_3d_agents40_5;1;103;49.49
pyramid_range3_3d_agents40_14;1;80;23.35
pyramid_range3_3d_agents40_7;1;198;33.82
pyramid_range3_3d_agents40_16;0;0;119.99
pyramid_range3_3d_agents40_3;1;177;84.65
pyramid_range3_3d_agents40_8;0;0;119.98
pyramid_range3_3d_agents40_18;1;55;21.73
pyramid_range3_3d_agents40_1;0;0;119.99
pyramid_range3_3d_agents40_2;1;282;87.21
pyramid_range3_3d_agents40_17;0;0;119.99
pyramid_range3_3d_agents40_10;0;0;119.99
pyramid_range3_3d_agents40_12;1;180;66.61
pyramid_range3_3d_agents40_6;0;0;119.99
pyramid_range3_3d_agents40_15;0;0;119.97
pyramid_range3_3d_agents40_13;1;277;102.85
