exp;success;longest_path;time
small_obstacles_range3_3d_agents15_14;1;134;3.15
small_obstacles_range3_3d_agents15_17;1;122;2.95
small_obstacles_range3_3d_agents15_5;1;49;2.43
small_obstacles_range3_3d_agents15_1;1;193;4.1
small_obstacles_range3_3d_agents15_15;1;613;4.26
small_obstacles_range3_3d_agents15_2;1;85;3.4
small_obstacles_range3_3d_agents15_8;1;177;4.57
small_obstacles_range3_3d_agents15_18;1;284;4.88
small_obstacles_range3_3d_agents15_16;0;0;119.96
small_obstacles_range3_3d_agents15_11;1;71;2.53
small_obstacles_range3_3d_agents15_9;1;187;3.77
small_obstacles_range3_3d_agents15_13;1;570;5.07
small_obstacles_range3_3d_agents15_10;1;37;2.43
small_obstacles_range3_3d_agents15_19;1;186;4.4
small_obstacles_range3_3d_agents15_6;1;150;5.01
small_obstacles_range3_3d_agents15_0;1;336;5.35
small_obstacles_range3_3d_agents15_3;1;142;2.25
small_obstacles_range3_3d_agents15_4;1;874;14.34
small_obstacles_range3_3d_agents15_7;1;609;5.57
small_obstacles_range3_3d_agents15_12;1;325;4.53
