exp;success;longest_path;time
small_obstacles_range3_3d_agents50_7;0;0;119.28
small_obstacles_range3_3d_agents50_5;1;1933;67.66
small_obstacles_range3_3d_agents50_8;1;999;81.63
small_obstacles_range3_3d_agents50_9;1;673;66.33
small_obstacles_range3_3d_agents50_16;1;797;31.23
small_obstacles_range3_3d_agents50_2;1;512;45.26
small_obstacles_range3_3d_agents50_13;1;101;11.14
small_obstacles_range3_3d_agents50_3;1;511;49.51
small_obstacles_range3_3d_agents50_11;1;177;22.25
small_obstacles_range3_3d_agents50_15;1;133;17.41
small_obstacles_range3_3d_agents50_17;1;170;15.67
small_obstacles_range3_3d_agents50_12;1;576;50.9
small_obstacles_range3_3d_agents50_6;1;192;41.28
small_obstacles_range3_3d_agents50_0;1;382;38.47
small_obstacles_range3_3d_agents50_10;1;1237;64.77
small_obstacles_range3_3d_agents50_14;1;592;41.61
small_obstacles_range3_3d_agents50_18;1;173;21.76
small_obstacles_range3_3d_agents50_4;1;511;31.23
small_obstacles_range3_3d_agents50_19;1;204;23.65
small_obstacles_range3_3d_agents50_1;1;276;26.03
