exp;success;longest_path;time
small_obstacles_range3_3d_agents125_6;0;0;119.95
small_obstacles_range3_3d_agents125_18;0;0;119.94
small_obstacles_range3_3d_agents125_12;0;0;119.29
small_obstacles_range3_3d_agents125_13;0;0;118.98
small_obstacles_range3_3d_agents125_3;0;0;119.95
small_obstacles_range3_3d_agents125_4;0;0;119.97
small_obstacles_range3_3d_agents125_15;0;0;118.58
small_obstacles_range3_3d_agents125_1;1;301;77.59
small_obstacles_range3_3d_agents125_14;0;0;119.46
small_obstacles_range3_3d_agents125_17;0;0;119.94
small_obstacles_range3_3d_agents125_11;0;0;119.96
small_obstacles_range3_3d_agents125_9;0;0;119.95
small_obstacles_range3_3d_agents125_0;1;303;103.23
small_obstacles_range3_3d_agents125_8;0;0;118.52
small_obstacles_range3_3d_agents125_10;0;0;119.96
small_obstacles_range3_3d_agents125_19;0;0;119.95
small_obstacles_range3_3d_agents125_7;0;0;119.81
small_obstacles_range3_3d_agents125_5;1;179;76.97
small_obstacles_range3_3d_agents125_2;0;0;119.95
small_obstacles_range3_3d_agents125_16;0;0;119.96
