exp;success;longest_path;time
pyramid_range3_3d_agents100_6;0;0;119.48
pyramid_range3_3d_agents100_10;0;0;119.51
pyramid_range3_3d_agents100_18;1;312;22.79
pyramid_range3_3d_agents100_2;1;463;53.18
pyramid_range3_3d_agents100_4;1;1100;100.15
pyramid_range3_3d_agents100_11;0;0;119.63
pyramid_range3_3d_agents100_7;1;388;35.59
pyramid_range3_3d_agents100_5;1;694;72.21
pyramid_range3_3d_agents100_17;0;0;119.65
pyramid_range3_3d_agents100_12;1;657;42.4
pyramid_range3_3d_agents100_8;1;533;81.79
pyramid_range3_3d_agents100_13;1;433;51.92
pyramid_range3_3d_agents100_9;0;0;119.62
pyramid_range3_3d_agents100_1;1;493;50.95
pyramid_range3_3d_agents100_3;1;479;50.96
pyramid_range3_3d_agents100_15;1;145;14.78
pyramid_range3_3d_agents100_14;0;0;119.52
pyramid_range3_3d_agents100_19;1;891;75.26
pyramid_range3_3d_agents100_16;1;364;28.69
pyramid_range3_3d_agents100_0;1;302;25.43
