exp;success;longest_path;time
offices_range1_agents15_5;1;73;0.4
offices_range1_agents15_17;1;47;0.31
offices_range1_agents15_2;1;98;0.72
offices_range1_agents15_12;1;67;0.49
offices_range1_agents15_1;1;64;0.49
offices_range1_agents15_19;1;106;1.01
offices_range1_agents15_8;1;160;1.11
offices_range1_agents15_9;1;51;0.57
offices_range1_agents15_0;1;83;0.51
offices_range1_agents15_15;1;71;0.49
offices_range1_agents15_14;1;88;0.91
offices_range1_agents15_7;1;127;0.98
offices_range1_agents15_4;1;110;0.66
offices_range1_agents15_13;1;130;1.24
offices_range1_agents15_16;1;61;0.64
offices_range1_agents15_10;1;134;0.68
offices_range1_agents15_6;1;147;1.43
offices_range1_agents15_11;1;86;0.75
offices_range1_agents15_18;1;82;0.47
offices_range1_agents15_3;1;71;0.76
