exp;success;longest_path;time
offices_range1_agents250_3;0;0;119.72
offices_range1_agents250_6;0;0;119.94
offices_range1_agents250_13;0;0;116.35
offices_range1_agents250_19;0;0;115.78
offices_range1_agents250_14;0;0;117.87
offices_range1_agents250_17;0;0;114.53
offices_range1_agents250_16;0;0;114.61
offices_range1_agents250_9;0;0;119.09
offices_range1_agents250_10;0;0;114.49
offices_range1_agents250_4;0;0;113.95
offices_range1_agents250_0;0;0;114.61
offices_range1_agents250_5;0;0;119.65
offices_range1_agents250_1;0;0;116.53
offices_range1_agents250_11;0;0;119.98
offices_range1_agents250_18;0;0;114.21
offices_range1_agents250_12;0;0;115.01
offices_range1_agents250_15;0;0;114.8
offices_range1_agents250_2;0;0;114.48
offices_range1_agents250_7;0;0;115.68
offices_range1_agents250_8;0;0;113.53
