exp;success;longest_path;time
parallel_range4_agents150_3;0;0;119.44
parallel_range4_agents150_5;1;500;58.44
parallel_range4_agents150_2;0;0;119.34
parallel_range4_agents150_0;0;0;119.57
parallel_range4_agents150_10;0;0;119.44
parallel_range4_agents150_19;0;0;119.59
parallel_range4_agents150_17;0;0;119.43
parallel_range4_agents150_18;0;0;119.61
parallel_range4_agents150_4;0;0;119.36
parallel_range4_agents150_9;0;0;119.41
parallel_range4_agents150_7;0;0;119.55
parallel_range4_agents150_1;0;0;119.67
parallel_range4_agents150_14;0;0;119.58
parallel_range4_agents150_8;0;0;119.77
parallel_range4_agents150_6;0;0;119.45
parallel_range4_agents150_12;0;0;119.5
parallel_range4_agents150_16;0;0;119.53
parallel_range4_agents150_15;0;0;119.54
parallel_range4_agents150_13;0;0;119.42
parallel_range4_agents150_11;0;0;119.61
