exp;success;longest_path;time
offices_range1_agents60_7;0;0;115.94
offices_range1_agents60_6;0;0;119.97
offices_range1_agents60_5;0;0;116.09
offices_range1_agents60_11;0;0;111.28
offices_range1_agents60_8;0;0;115.64
offices_range1_agents60_4;0;0;119.99
offices_range1_agents60_2;0;0;112.18
offices_range1_agents60_14;0;0;110.73
offices_range1_agents60_0;0;0;118.88
offices_range1_agents60_13;0;0;114.77
offices_range1_agents60_16;0;0;118.35
offices_range1_agents60_3;0;0;111.0
offices_range1_agents60_17;0;0;119.99
offices_range1_agents60_10;0;0;119.99
offices_range1_agents60_9;0;0;119.99
offices_range1_agents60_19;0;0;119.99
offices_range1_agents60_1;0;0;112.78
offices_range1_agents60_12;0;0;119.84
offices_range1_agents60_18;0;0;111.96
offices_range1_agents60_15;0;0;117.91
