exp;success;longest_path;time
pyramid_range3_3d_agents15_6;1;117;0.95
pyramid_range3_3d_agents15_8;1;21;0.37
pyramid_range3_3d_agents15_13;1;68;0.75
pyramid_range3_3d_agents15_7;1;68;0.58
pyramid_range3_3d_agents15_4;1;31;0.4
pyramid_range3_3d_agents15_1;1;123;1.1
pyramid_range3_3d_agents15_3;1;31;0.36
pyramid_range3_3d_agents15_12;1;91;0.72
pyramid_range3_3d_agents15_15;1;79;0.49
pyramid_range3_3d_agents15_18;1;73;0.89
pyramid_range3_3d_agents15_2;1;199;1.74
pyramid_range3_3d_agents15_11;1;29;0.4
pyramid_range3_3d_agents15_16;1;93;0.46
pyramid_range3_3d_agents15_9;1;268;1.13
pyramid_range3_3d_agents15_10;1;30;0.4
pyramid_range3_3d_agents15_17;1;461;2.15
pyramid_range3_3d_agents15_19;1;130;0.77
pyramid_range3_3d_agents15_0;1;121;1.38
pyramid_range3_3d_agents15_5;1;49;0.56
pyramid_range3_3d_agents15_14;1;188;1.68
