exp;success;longest_path;time
small_obstacles_range3_3d_agents40_6;1;714;31.28
small_obstacles_range3_3d_agents40_9;1;330;29.57
small_obstacles_range3_3d_agents40_19;1;226;14.02
small_obstacles_range3_3d_agents40_1;1;525;19.96
small_obstacles_range3_3d_agents40_10;1;359;18.4
small_obstacles_range3_3d_agents40_12;1;281;17.55
small_obstacles_range3_3d_agents40_5;1;739;52.86
small_obstacles_range3_3d_agents40_8;1;108;10.83
small_obstacles_range3_3d_agents40_13;1;270;23.56
small_obstacles_range3_3d_agents40_15;1;469;66.59
small_obstacles_range3_3d_agents40_2;1;683;23.66
small_obstacles_range3_3d_agents40_7;1;965;31.33
small_obstacles_range3_3d_agents40_17;1;218;10.28
small_obstacles_range3_3d_agents40_11;1;451;31.12
small_obstacles_range3_3d_agents40_14;1;675;33.96
small_obstacles_range3_3d_agents40_4;0;0;119.23
small_obstacles_range3_3d_agents40_0;1;159;10.54
small_obstacles_range3_3d_agents40_3;0;0;119.44
small_obstacles_range3_3d_agents40_16;1;700;39.04
small_obstacles_range3_3d_agents40_18;1;704;37.84
