exp;success;longest_path;time
pyramid_range3_3d_agents5_11;1;22;0.17
pyramid_range3_3d_agents5_3;1;8;0.16
pyramid_range3_3d_agents5_8;1;13;0.17
pyramid_range3_3d_agents5_0;1;17;0.15
pyramid_range3_3d_agents5_15;1;210;0.46
pyramid_range3_3d_agents5_6;1;17;0.16
pyramid_range3_3d_agents5_7;1;26;0.2
pyramid_range3_3d_agents5_18;1;49;0.18
pyramid_range3_3d_agents5_14;1;73;0.22
pyramid_range3_3d_agents5_5;1;29;0.19
pyramid_range3_3d_agents5_17;1;24;0.17
pyramid_range3_3d_agents5_19;1;44;0.22
pyramid_range3_3d_agents5_16;1;46;0.2
pyramid_range3_3d_agents5_13;1;37;0.23
pyramid_range3_3d_agents5_9;1;23;0.19
pyramid_range3_3d_agents5_1;1;26;0.19
pyramid_range3_3d_agents5_4;1;12;0.16
pyramid_range3_3d_agents5_2;1;43;0.21
pyramid_range3_3d_agents5_12;1;33;0.18
pyramid_range3_3d_agents5_10;1;39;0.22
