exp;success;longest_path;time
parallel_range4_agents50_13;1;433;11.79
parallel_range4_agents50_18;1;151;2.93
parallel_range4_agents50_0;1;664;14.68
parallel_range4_agents50_16;1;311;18.67
parallel_range4_agents50_6;1;837;100.86
parallel_range4_agents50_17;1;833;34.11
parallel_range4_agents50_10;1;344;117.04
parallel_range4_agents50_1;1;165;3.89
parallel_range4_agents50_3;1;506;25.0
parallel_range4_agents50_7;1;700;109.97
parallel_range4_agents50_4;1;248;5.86
parallel_range4_agents50_19;1;412;37.84
parallel_range4_agents50_11;1;401;7.77
parallel_range4_agents50_12;1;252;72.89
parallel_range4_agents50_14;1;418;10.95
parallel_range4_agents50_2;0;0;119.96
parallel_range4_agents50_5;1;259;40.81
parallel_range4_agents50_15;0;0;119.96
parallel_range4_agents50_9;1;452;7.76
parallel_range4_agents50_8;1;711;18.33
