exp;success;longest_path;time
parallel_range4_agents80_16;0;0;119.88
parallel_range4_agents80_12;0;0;119.83
parallel_range4_agents80_18;1;1016;61.37
parallel_range4_agents80_3;1;2088;115.87
parallel_range4_agents80_8;1;241;14.93
parallel_range4_agents80_15;1;1639;66.45
parallel_range4_agents80_1;1;185;12.33
parallel_range4_agents80_4;0;0;119.79
parallel_range4_agents80_19;1;226;16.17
parallel_range4_agents80_17;1;290;16.89
parallel_range4_agents80_2;0;0;119.56
parallel_range4_agents80_5;1;1536;82.73
parallel_range4_agents80_14;0;0;119.67
parallel_range4_agents80_6;0;0;119.78
parallel_range4_agents80_0;0;0;119.61
parallel_range4_agents80_13;0;0;119.84
parallel_range4_agents80_7;1;788;102.78
parallel_range4_agents80_9;1;841;75.59
parallel_range4_agents80_10;0;0;119.77
parallel_range4_agents80_11;1;926;39.68
