exp;success;longest_path;time
parallel_range4_agents60_9;1;376;7.54
parallel_range4_agents60_13;1;231;6.16
parallel_range4_agents60_8;1;256;46.46
parallel_range4_agents60_15;1;129;3.09
parallel_range4_agents60_16;1;305;8.37
parallel_range4_agents60_11;1;463;15.96
parallel_range4_agents60_5;1;667;15.28
parallel_range4_agents60_7;1;342;12.41
parallel_range4_agents60_17;0;0;119.92
parallel_range4_agents60_0;1;585;19.51
parallel_range4_agents60_10;1;235;7.16
parallel_range4_agents60_2;1;680;20.19
parallel_range4_agents60_4;0;0;119.87
parallel_range4_agents60_3;1;294;7.36
parallel_range4_agents60_6;1;530;13.66
parallel_range4_agents60_18;1;165;11.62
parallel_range4_agents60_1;1;266;108.76
parallel_range4_agents60_12;1;845;50.52
parallel_range4_agents60_14;1;1401;57.19
parallel_range4_agents60_19;1;399;24.9
