exp;success;longest_path;time
pyramid_range3_3d_agents30_16;1;84;0.89
pyramid_range3_3d_agents30_9;1;204;0.59
pyramid_range3_3d_agents30_14;1;365;1.1
pyramid_range3_3d_agents30_6;1;239;1.01
pyramid_range3_3d_agents30_0;1;77;0.42
pyramid_range3_3d_agents30_4;1;307;0.6
pyramid_range3_3d_agents30_15;1;210;0.68
pyramid_range3_3d_agents30_8;1;327;0.93
pyramid_range3_3d_agents30_17;1;208;0.82
pyramid_range3_3d_agents30_1;1;132;0.55
pyramid_range3_3d_agents30_12;1;145;0.54
pyramid_range3_3d_agents30_7;1;259;1.11
pyramid_range3_3d_agents30_13;1;82;0.41
pyramid_range3_3d_agents30_2;1;291;0.92
pyramid_range3_3d_agents30_10;1;10399;55.1
pyramid_range3_3d_agents30_11;1;189;1.03
pyramid_range3_3d_agents30_18;1;87;0.45
pyramid_range3_3d_agents30_3;1;308;0.52
pyramid_range3_3d_agents30_19;1;511;1.37
pyramid_range3_3d_agents30_5;1;236;0.92
