exp;success;longest_path;time
small_obstacles_range3_3d_agents2_0;1;40;3.54
small_obstacles_range3_3d_agents2_4;1;15;3.61
small_obstacles_range3_3d_agents2_17;1;63;3.63
small_obstacles_range3_3d_agents2_18;1;56;3.67
small_obstacles_range3_3d_agents2_7;1;44;3.58
small_obstacles_range3_3d_agents2_9;1;59;3.74
small_obstacles_range3_3d_agents2_3;1;52;3.77
small_obstacles_range3_3d_agents2_8;1;38;3.69
small_obstacles_range3_3d_agents2_16;1;29;3.76
small_obstacles_range3_3d_agents2_1;1;23;3.86
small_obstacles_range3_3d_agents2_5;1;51;3.84
small_obstacles_range3_3d_agents2_10;1;53;3.82
small_obstacles_range3_3d_agents2_19;1;39;3.85
small_obstacles_range3_3d_agents2_11;1;31;3.91
small_obstacles_range3_3d_agents2_14;1;65;3.9
small_obstacles_range3_3d_agents2_13;1;58;3.93
small_obstacles_range3_3d_agents2_12;1;42;3.88
small_obstacles_range3_3d_agents2_2;1;21;3.91
small_obstacles_range3_3d_agents2_15;1;71;3.88
small_obstacles_range3_3d_agents2_6;1;47;4.05
