exp;success;longest_path;time
pyramid_range3_3d_agents150_17;1;487;12.43
pyramid_range3_3d_agents150_16;1;507;26.06
pyramid_range3_3d_agents150_9;0;0;119.71
pyramid_range3_3d_agents150_6;0;0;119.28
pyramid_range3_3d_agents150_5;0;0;119.58
pyramid_range3_3d_agents150_14;1;111;2.42
pyramid_range3_3d_agents150_3;0;0;119.6
pyramid_range3_3d_agents150_11;1;804;28.69
pyramid_range3_3d_agents150_13;1;364;8.02
pyramid_range3_3d_agents150_10;1;324;12.12
pyramid_range3_3d_agents150_4;1;292;5.05
pyramid_range3_3d_agents150_18;1;420;13.3
pyramid_range3_3d_agents150_19;1;492;19.56
pyramid_range3_3d_agents150_0;1;428;10.6
pyramid_range3_3d_agents150_7;1;522;92.31
pyramid_range3_3d_agents150_8;1;456;12.51
pyramid_range3_3d_agents150_15;1;471;30.07
pyramid_range3_3d_agents150_12;1;512;16.56
pyramid_range3_3d_agents150_2;1;408;75.71
pyramid_range3_3d_agents150_1;1;275;6.66
