exp;success;longest_path;time
parallel_range4_agents50_13;1;693;4.94
parallel_range4_agents50_18;1;578;2.12
parallel_range4_agents50_0;1;2164;8.88
parallel_range4_agents50_16;1;353;1.55
parallel_range4_agents50_6;1;495;2.15
parallel_range4_agents50_17;1;1398;6.79
parallel_range4_agents50_10;1;166;0.5
parallel_range4_agents50_1;1;6200;59.81
parallel_range4_agents50_3;1;254;0.93
parallel_range4_agents50_7;1;388;1.33
parallel_range4_agents50_4;1;398;0.9
parallel_range4_agents50_19;1;494;2.22
parallel_range4_agents50_11;1;223;0.92
parallel_range4_agents50_12;1;978;5.45
parallel_range4_agents50_14;1;190;0.65
parallel_range4_agents50_2;1;346;0.99
parallel_range4_agents50_5;1;743;2.42
parallel_range4_agents50_15;1;1292;7.74
parallel_range4_agents50_9;1;511;2.66
parallel_range4_agents50_8;1;367;1.14
