exp;success;longest_path;time
pyramid_range3_3d_agents225_0;0;0;118.66
pyramid_range3_3d_agents225_4;1;351;24.94
pyramid_range3_3d_agents225_18;0;0;118.71
pyramid_range3_3d_agents225_3;0;0;118.35
pyramid_range3_3d_agents225_12;1;191;11.49
pyramid_range3_3d_agents225_2;1;1089;53.61
pyramid_range3_3d_agents225_15;0;0;119.12
pyramid_range3_3d_agents225_11;1;465;16.27
pyramid_range3_3d_agents225_13;1;447;75.95
pyramid_range3_3d_agents225_17;1;254;12.94
pyramid_range3_3d_agents225_8;1;328;30.43
pyramid_range3_3d_agents225_16;1;341;18.86
pyramid_range3_3d_agents225_9;1;476;19.09
pyramid_range3_3d_agents225_10;0;0;119.23
pyramid_range3_3d_agents225_1;0;0;119.42
pyramid_range3_3d_agents225_7;1;673;55.18
pyramid_range3_3d_agents225_6;1;364;8.27
pyramid_range3_3d_agents225_5;0;0;119.35
pyramid_range3_3d_agents225_19;1;514;68.47
pyramid_range3_3d_agents225_14;1;621;65.76
