exp;success;longest_path;time
small_obstacles_range3_3d_agents175_18;0;0;112.75
small_obstacles_range3_3d_agents175_0;0;0;117.77
small_obstacles_range3_3d_agents175_13;0;0;114.29
small_obstacles_range3_3d_agents175_14;1;1110;84.21
small_obstacles_range3_3d_agents175_16;1;504;37.22
small_obstacles_range3_3d_agents175_1;0;0;117.7
small_obstacles_range3_3d_agents175_17;0;0;110.09
small_obstacles_range3_3d_agents175_2;0;0;115.09
small_obstacles_range3_3d_agents175_15;1;506;69.57
small_obstacles_range3_3d_agents175_11;0;0;116.37
small_obstacles_range3_3d_agents175_9;1;507;45.52
small_obstacles_range3_3d_agents175_19;0;0;107.91
small_obstacles_range3_3d_agents175_6;1;465;62.13
small_obstacles_range3_3d_agents175_4;0;0;113.46
small_obstacles_range3_3d_agents175_5;1;715;46.07
small_obstacles_range3_3d_agents175_10;0;0;110.11
small_obstacles_range3_3d_agents175_3;1;746;104.97
small_obstacles_range3_3d_agents175_7;1;509;99.19
small_obstacles_range3_3d_agents175_12;0;0;112.17
small_obstacles_range3_3d_agents175_8;1;463;47.48
