exp;success;longest_path;time
small_obstacles_range3_3d_agents80_12;1;511;27.34
small_obstacles_range3_3d_agents80_3;1;180;8.96
small_obstacles_range3_3d_agents80_17;1;577;20.67
small_obstacles_range3_3d_agents80_9;1;589;67.34
small_obstacles_range3_3d_agents80_5;1;1961;115.18
small_obstacles_range3_3d_agents80_11;1;509;12.81
small_obstacles_range3_3d_agents80_13;0;0;117.89
small_obstacles_range3_3d_agents80_6;1;357;15.84
small_obstacles_range3_3d_agents80_18;1;170;10.74
small_obstacles_range3_3d_agents80_0;1;202;11.43
small_obstacles_range3_3d_agents80_10;1;193;10.39
small_obstacles_range3_3d_agents80_2;1;1105;35.07
small_obstacles_range3_3d_agents80_16;1;132;7.55
small_obstacles_range3_3d_agents80_7;1;508;19.33
small_obstacles_range3_3d_agents80_4;1;564;97.53
small_obstacles_range3_3d_agents80_15;1;1849;72.64
small_obstacles_range3_3d_agents80_19;1;215;8.73
small_obstacles_range3_3d_agents80_8;1;229;9.24
small_obstacles_range3_3d_agents80_1;1;608;24.75
small_obstacles_range3_3d_agents80_14;1;309;10.78
