exp;success;longest_path;time
offices_range1_agents10_2;1;42;0.18
offices_range1_agents10_4;1;43;0.19
offices_range1_agents10_7;1;46;0.18
offices_range1_agents10_1;1;34;0.17
offices_range1_agents10_3;1;69;0.18
offices_range1_agents10_17;1;103;0.19
offices_range1_agents10_16;1;94;0.2
offices_range1_agents10_18;1;72;0.19
offices_range1_agents10_11;1;400;0.23
offices_range1_agents10_19;1;30;0.18
offices_range1_agents10_8;1;220;0.21
offices_range1_agents10_13;1;252;0.21
offices_range1_agents10_14;1;30;0.18
offices_range1_agents10_0;1;152;0.2
offices_range1_agents10_10;1;87;0.19
offices_range1_agents10_12;1;58;0.18
offices_range1_agents10_5;1;31;0.18
offices_range1_agents10_6;1;58;0.18
offices_range1_agents10_9;1;137;0.19
offices_range1_agents10_15;1;105;0.2
