exp;success;longest_path;time
parallel_range4_agents200_19;0;0;118.81
parallel_range4_agents200_3;0;0;119.57
parallel_range4_agents200_15;1;878;27.56
parallel_range4_agents200_17;0;0;118.44
parallel_range4_agents200_12;0;0;119.5
parallel_range4_agents200_14;0;0;118.96
parallel_range4_agents200_6;0;0;118.71
parallel_range4_agents200_11;1;2002;78.38
parallel_range4_agents200_9;0;0;118.95
parallel_range4_agents200_5;0;0;119.31
parallel_range4_agents200_7;0;0;119.2
parallel_range4_agents200_10;0;0;118.84
parallel_range4_agents200_2;0;0;118.93
parallel_range4_agents200_4;0;0;119.11
parallel_range4_agents200_18;0;0;118.82
parallel_range4_agents200_8;1;2074;93.46
parallel_range4_agents200_1;0;0;118.99
parallel_range4_agents200_16;0;0;119.53
parallel_range4_agents200_0;0;0;119.29
parallel_range4_agents200_13;0;0;119.15
