exp;success;longest_path;time
parallel_range4_agents150_3;1;1336;33.12
parallel_range4_agents150_5;1;362;5.16
parallel_range4_agents150_2;0;0;119.41
parallel_range4_agents150_0;1;1345;30.48
parallel_range4_agents150_10;1;2049;58.57
parallel_range4_agents150_19;1;3335;81.62
parallel_range4_agents150_17;1;398;5.54
parallel_range4_agents150_18;0;0;118.97
parallel_range4_agents150_4;1;3301;81.53
parallel_range4_agents150_9;1;606;25.92
parallel_range4_agents150_7;1;726;13.74
parallel_range4_agents150_1;1;1485;59.15
parallel_range4_agents150_14;1;1875;51.26
parallel_range4_agents150_8;1;1273;23.23
parallel_range4_agents150_6;1;1973;52.87
parallel_range4_agents150_12;1;1277;22.62
parallel_range4_agents150_16;1;1379;20.96
parallel_range4_agents150_15;1;620;12.15
parallel_range4_agents150_13;1;2917;54.5
parallel_range4_agents150_11;1;875;22.62
