exp;success;longest_path;time
pyramid_range3_3d_agents40_4;1;515;1.29
pyramid_range3_3d_agents40_0;1;159;0.97
pyramid_range3_3d_agents40_11;1;408;1.04
pyramid_range3_3d_agents40_9;1;181;0.74
pyramid_range3_3d_agents40_19;1;223;1.02
pyramid_range3_3d_agents40_5;1;514;26.9
pyramid_range3_3d_agents40_14;1;192;1.07
pyramid_range3_3d_agents40_7;1;115;0.62
pyramid_range3_3d_agents40_16;1;56;1.02
pyramid_range3_3d_agents40_3;1;318;1.52
pyramid_range3_3d_agents40_8;1;279;1.1
pyramid_range3_3d_agents40_18;1;136;0.48
pyramid_range3_3d_agents40_1;1;532;2.33
pyramid_range3_3d_agents40_2;1;215;1.7
pyramid_range3_3d_agents40_17;1;450;1.26
pyramid_range3_3d_agents40_10;1;294;1.49
pyramid_range3_3d_agents40_12;1;126;0.95
pyramid_range3_3d_agents40_6;1;117;0.57
pyramid_range3_3d_agents40_15;1;484;1.73
pyramid_range3_3d_agents40_13;1;93;0.64
