exp;success;longest_path;time
small_obstacles_range3_3d_agents300_9;0;0;114.88
small_obstacles_range3_3d_agents300_19;0;0;109.03
small_obstacles_range3_3d_agents300_18;0;0;117.31
small_obstacles_range3_3d_agents300_10;0;0;113.94
small_obstacles_range3_3d_agents300_4;1;347;89.35
small_obstacles_range3_3d_agents300_5;0;0;112.85
small_obstacles_range3_3d_agents300_15;0;0;114.08
small_obstacles_range3_3d_agents300_17;0;0;114.2
small_obstacles_range3_3d_agents300_12;0;0;96.98
small_obstacles_range3_3d_agents300_7;0;0;114.07
small_obstacles_range3_3d_agents300_8;0;0;57.05
small_obstacles_range3_3d_agents300_6;0;0;112.9
small_obstacles_range3_3d_agents300_11;0;0;110.56
small_obstacles_range3_3d_agents300_2;0;0;112.99
small_obstacles_range3_3d_agents300_3;0;0;113.43
small_obstacles_range3_3d_agents300_13;0;0;111.24
small_obstacles_range3_3d_agents300_14;0;0;112.94
small_obstacles_range3_3d_agents300_0;0;0;114.77
small_obstacles_range3_3d_agents300_16;0;0;54.53
small_obstacles_range3_3d_agents300_1;0;0;110.83
